FCID	Date	Machine	Read Type	Path
H14BWADXX	08-15-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-15-2013_HiSeq_ChIP_flowcellB_H14BWADXX_SR_Rapid.txt
H86M9ADXX	03-07-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-07-2014_HiSeq_ChIP_flowcellA_H86M9ADXX_SR_Rapid.txt
H8FRDADXX	02-19-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-19-2014_HiSeq_ChIP_flowcellA_H8FRDADXX_PE_Rapid.txt
H8NPWADXX	04-04-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-04-2014_HiSeq_ChIP_flowcellA_H8NPWADXX_SR_Rapid.txt
H8955ADXX	01-10-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-10-2014_HiSeq_ChIP_flowcellA_H8955ADXX_PE_Rapid.txt
BCX2	12-06-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-06-2018_HiSeq_ChIP_flowcellA_CBX2_PE_Rapid.txt
610BCAAXX	01-04-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-04-2010_Sarah_flowcell_610BCAAXX_SR.txt
C2T6JACXX	03-12-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-12-2014_HiSeq_Fish_flowcellA_C2T6JACXX_SR.txt
3WDEAAXX	03-17-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-17-2009_Sarah_flowcell_3WDEAAXX_SR.txt
B0BCDABXX	07-14-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-14-2011_HiSeq_flowcellA_B0BCDABXX_SR.txt
C28V2ACXX	08-06-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-06-2013_HiSeq_Fish_flowcellA_C28V2ACXX_SR.txt
C4WN5ACXX	06-04-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-04-2014_HiSeq_Fish_flowcellB_C4WN5ACXX_SR.txt
C0TGRACXX	06-12-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-12-2012_HiSeq_Fish_flowcellB_C0TGRACXX_SR.txt
2098WABXX	09-23-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-23-2010_HiSeq_flowcellB_2098WABXX_SR.txt
C1U9VACXX	04-02-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-02-2013_HiSeq_ChIP_flowcellB_C1U9VACXX_PE.txt
613UKAAXX	02-12-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-12-2010_Peter_flowcell_613UKAAXX_SR.txt
HBACPADXX	10-22-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-22-2014_HiSeq_ChIP_flowcellA_HBACPADXX_PE_Rapid.txt
C0CWCACXX	02-27-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-27-2012_HiSeq_Fish_flowcellA_C0CWCACXX_SR.txt
80PB6ABXX	11-29-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-29-2010_HiSeq_flowcellB_80PB6ABXX_SR.txt
C4J7MACXX	04-03-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-03-2014_HiSeq_Fish_flowcellB_C4J7MACXX_SR.txt
HCJ2GBCXX	11-13-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-13-2015_HiSeq_ChIP_flowcellA_HCJ2GBCXX_PE_Rapid.txt
HYHKMBCXX	10-11-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-11-2016_HiSeq_ChIP_flowcellA_HYHKMBCXX_PE_Rapid.txt
HVWYNCBX2	05-15-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-15-2019_HiSeq_ChIP_flowcellA_HVWYNCBX2_PE_Rapid.txt
D0BBAACXX	11-20-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-20-2012_HiSeq_ChIP_flowcellA_D0BBAACXX_PE.txt
D2D7NACXX	08-29-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-29-2013_HiSeq_Fish_flowcellA_D2D7NACXX_SR.txt
615THAAXX	02-24-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-24-2010_Sarah_flowcell_615THAAXX_SR.txt
HFF7LBBXX	07-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-12-2016_HiSeq_DIP_flowcellB_HFF7LBBXX_PE.txt
C5R5PACXX	01-06-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-06-2015_HiSeq_Fish_flowcellB_C5R5PACXX_PE.txt
209CAABXX	08-25-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-25-2010_HiSeq_flowcellA_209CAABXX_SR.txt
ACXX	09-10-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-10-2014_HiSeq_Fish_flowcellB_ACXX_PE.txt
ACXX	04-29-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-29-2014_HiSeq_Fish_flowcellB_ACXX_SR.txt
431RKAAXX	11-13-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-13-2009_Peter_flowcell_431RKAAXX_SR.txt
42BL0AAXX	05-20-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-20-2009_Sarah_flowcell_42BL0AAXX_SR.txt
HGMLMBBXX	11-09-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-09-2016_HiSeq_DIP_flowcellA_HGMLMBBXX_SR.txt
HKWLCADXX	05-15-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-15-2015_HiSeq_ChIP_flowcellA_HKWLCADXX_PE_Rapid.txt
705J5AAXX	07-14-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-14-2010_Peter_flowcell_705J5AAXX_SR.txt
H86M8ADXX	12-13-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-13-2013_HiSeq_ChIP_flowcellA_H86M8ADXX_SR_Rapid.txt
C24AUCXX	06-24-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-24-2013_HiSeq_ChIP_flowcellA_C24AUCXX_PE.txt
30PCHAAAXX	01-02-2008	N/A	PE	/mnt/tscc/bil022/RenSix/txt/01-02-2008_peter_flowcell_30PCHAAAXX_PE.txt
HCTYCBCXX	10-20-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-20-2015_HiSeq_ChIP_flowcellA_HCTYCBCXX_PE_Rapid.txt
634BVAAXX	12-12-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-12-2011_Sarah_flowcell_634BVAAXX_SR.txt
D1B36ACXX	01-07-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-07-2013_HiSeq_Fish_flowcellB_D1B36ACXX_SR.txt
312CKAAXX	04-03-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-03-2009_Sarah_flowcell_312CKAAXX_SR.txt
301PNAAXX	05-14-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/05-14-2009_Sarah_flowcell_301PNAAXX_SR.txt
HHKLCBCXX	05-03-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-03-2018_HiSeq_ChIP_flowcellA_HHKLCBCXX_PE_Rapid.txt
ACXX	07-24-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-24-2014_HiSeq_Fish_flowcellA_ACXX_SR.txt
H3JWVBBXX	12-17-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-17-2015_HiSeq_Dip_flowcellA_H3JWVBBXX_SR.txt
H7KCEADXX	11-15-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-15-2013_HiSeq_ChIP_flowcellA_H7KCEADXX_SR_Rapid.txt
42BNRAAAXX	06-02-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-02-2009_peter_PE_Lib_in_SR_flowcell_42BNRAAAXX.txt
628CBAAXX	08-30-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-30-2010_Sarah_flowcell_628CBAAXX_SR.txt
431VTAAXX	11-17-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/11-17-2009_Sarah_flowcell_431VTAAXX_SR.txt
AAAKTJYM5	07-27-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/07-27-2020_NextSeq2000_flowcell_AAAKTJYM5_PE_P2.txt
61GG6AAXX	03-05-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-05-2010_Peter_flowcell_61GG6AAXX_SR.txt
HJMMHADXX	02-19-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-19-2015_HiSeq_ChIP_flowcellB_HJMMHADXX_SR_Rapid.txt
HCH75BCXX	12-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-12-2016_HiSeq_ChIP_flowcellA_HCH75BCXX_PE_Rapid.txt
D2GPGACXX	12-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-17-2013_HiSeq_Fish_flowcellA_D2GPGACXX_SR.txt
H8TWNADXX	02-28-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-28-2014_HiSeq_ChIP_flowcellA_H8TWNADXX_PE_Rapid.txt
HTJJCCBX2	12-18-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-18-2018_HiSeq_ChIP_flowcellB_HTJJCCBX2_PE_Rapid.txt
630EJAAXX	01-20-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-20-2011_Sarah_flowcell_630EJAAXX_SR.txt
HJ3YJBCXX	05-10-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-10-2018_HiSeq_ChIP_flowcellA_HJ3YJBCXX_PE_Rapid.txt
C72D4ACXX	06-18-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-18-2015_HiSeq_Fish_flowcellA_C72D4ACXX_PE.txt
HCJH5BBXX	07-27-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-27-2016_HiSeq_DIP_flowcellB_HCJH5BBXX_PE.txt
61071AAXX	02-18-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-18-2010_Peter_flowcell_61071AAXX_SR.txt
4368FAAXX	01-06-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/01-06-2010_Sarah_flowcell_4368FAAXX_SR.txt
61MV8AAXX	04-30-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/04-30-2010_Peter_flowcell_61MV8AAXX_SR.txt
BHKLCBCXX	08-02-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-02-2018_HiSeq_ChIP_flowcellB_BHKLCBCXX_PE_Rapid.txt
64PB1AAXX	07-11-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/07-11-2011_Sarah_flowcell_64PB1AAXX_SR.txt
H0UDAACXX	06-14-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-14-2013_HiSeq_ChIP_flowcellA_H0UDAACXX_PE_Rapid.txt
HHTJCBCXX	03-09-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-09-2017_HiSeq_ChIP_flowcellA_HHTJCBCXX_PE_Rapid.txt
HVF33BCXX	09-11-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-11-2017_HiSeq_ChIP_flowcellB_HVF33BCXX_PE_Rapid.txt
AAAKTJ3M5	07-29-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/07-29-2020_NextSeq2000_flowcell_AAAKTJ3M5_PE_P2.txt
HBCGPADXX	12-10-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-10-2014_HiSeq_ChIP_flowcellB_HBCGPADXX_SR_Rapid.txt
AAAJYHHM5	03-15-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/03-15-2020_NextSeq2000_flowcell_AAAJYHHM5_PE_P2.txt
H92KLADXX	04-16-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-16-2014_HiSeq_ChIP_flowcellA_H92KLADXX_SR_Rapid.txt
B08HJABXX	06-14-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-14-2011_HiSeq_flowcellA_B08HJABXX_SR.txt
HWYVVBCXX	07-29-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-29-2016_HiSeq_ChIP_flowcellB_HWYVVBCXX_PE_Rapid.txt
436UKAAXX	12-11-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/12-11-2009_Peter_flowcell_436UKAAXX_SR.txt
C2T7BACXX	02-27-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-27-2014_HiSeq_Fish_flowcellA_C2T7BACXX_SR.txt
C65DVACXX	02-06-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-06-2015_HiSeq_Fish_flowcellB_C65DVACXX_PE.txt
D0G8PACXX	03-15-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-15-2012_HiSeq_Fish_flowcellA_D0G8PACXX_SR.txt
HBG42ADXX	01-06-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-06-2015_HiSeq_ChIP_flowcellA_HBG42ADXX_PE_Rapid.txt
HVV3TBCXX	10-05-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-05-2017_HiSeq_ChIP_flowcellA_HVV3TBCXX_PE_Rapid.txt
8152YAAXX	01-12-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-12-2011_HiSeq_flowcellB_8152YAAXX_PE_Illuminavalidationrun.txt
HVWMVCBX2	06-04-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-04-2019_HiSeq_ChIP_flowcellA_HVWMVCBX2_PE_Rapid.txt
H95H1ADXX	04-18-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-18-2014_HiSeq_ChIP_flowcellA_H95H1ADXX_SR_Rapid.txt
HK3MYBCXX	09-06-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-06-2017_HiSeq_ChIP_flowcellA_HK3MYBCXX_SR_Rapid.txt
C0KD1ACXX	04-09-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-09-2012_HiSeq_Fish_flowcellA_C0KD1ACXX_SR.txt
D2GLRACXX	09-18-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-18-2013_HiSeq_Fish_flowcellA_D2GLRACXX_SR.txt
HMVYMADXX	06-05-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-05-2015_HiSeq_ChIP_flowcellA_HMVYMADXX_PE_Rapid.txt
HMJVFADXX	07-13-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-13-2015_HiSeq_ChIP_flowcellB_HMJVFADXX_SR_Rapid.txt
H9N3FADXX	05-28-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-28-2014_HiSeq_ChIP_flowcellA_H9N3FADXX_PE_Rapid.txt
HH3VVBGXF	03-11-2020	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/03-11-2020_NextSeq550_flowcell_HH3VVBGXF_PE_HighOutput.txt
D0YT2ACXX	05-07-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-07-2012_HiSeq_ChIP_flowcellA_D0YT2ACXX_SR.txt
HVWTHCBX2	03-21-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-21-2019_HiSeq_ChIP_flowcellB_HVWTHCBX2_PE_Rapid.txt
C0G8VACXX	03-01-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-01-2012_HiSeq_ChIP_flowcellA_C0G8VACXX_SR.txt
C16BKACXX	03-06-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-06-2013_HiSeq_ChIP_flowcellB_C16BKACXX_SR.txt
HF5FLBCXX	03-15-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-15-2018_HiSeq_ChIP_flowcellB_HF5FLBCXX_PE_Rapid.txt
D0NMVACXX	02-14-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-14-2012_HiSeq_Fish_flowcellA_D0NMVACXX_SR.txt
HB02GADXX	11-13-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-13-2014_HiSeq_ChIP_flowcellB_HB02GADXX_PE_Rapid.txt
HGCT3BCXX	04-21-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-21-2017_HiSeq_ChIP_flowcellB_HGCT3BCXX_PE_Rapid.txt
H0GFKACXX	05-29-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-29-2013_HiSeq_ChIP_flowcellB_H0GFKACXX_SR_Rapid.txt
HW2KCBCXX	09-13-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-13-2016_HiSeq_ChIP_flowcellB_HW2KCBCXX_SR_Rapid.txt
HAEY6ADXX	09-12-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-12-2014_HiSeq_ChIP_flowcellA_HAEY6ADXX_PE_Rapid.txt
42J8BAAXX	08-28-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-28-2009_Sarah_flowcell_42J8BAAXX_SR.txt
HGGWFBCXX	04-04-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/04-04-2017_HiSeq_ChIP_flowcellA_HGGWFBCXX_SR_Rapid.txt
HMH2NBCXX	07-07-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-07-2017_HiSeq_ChIP_flowcellA_HMH2NBCXX_PE_Rapid.txt
H0DR6ACXX	06-05-2013	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/06-05-2013_HiSeq_ChIP_flowcellB_H0DR6ACXX_PE_Rapid.txt
HYTTJBCXX	10-12-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-12-2016_HiSeq_ChIP_flowcellB_HYTTJBCXX_PE_Rapid.txt
H532JBCXY	01-09-2018	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-09-2018_HiSeq_ChIP_flowcellB_H532JBCXY_SR_Rapid.txt
622MBAAXX	06-21-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-21-2010_Sarah_flowcell_622MBAAXX_SR.txt
C6M45ACXX	03-31-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-31-2015_HiSeq_Fish_flowcellB_C6M45ACXX_SR.txt
D2A59ACXX	07-11-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-11-2013_HiSeq_Fish_flowcellA_D2A59ACXX_SR.txt
634VDAAXX	03-18-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-18-2011_Sarah_flowcell_634VDAAXX_SR.txt
D265CACXX	05-20-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-20-2013_HiSeq_Fish_flowcellB_D265CACXX_SR.txt
61EH6AXX	02-11-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-11-2010_Sarah_flowcell_61EH6AXX_SR.txt
3HKLAAXX	03-18-2009	N/A	SR	/mnt/tscc/bil022/RenSix/txt/03-18-2009_Sarah_flowcell_3HKLAAXX_SR.txt
HLVW7BCXX	06-08-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/06-08-2016_HiSeq_ChIP_flowcellA_HLVW7BCXX_SR_Rapid.txt
AAAJMTMM5	04-08-2020	NextSeq2000	PE	/mnt/tscc/bil022/RenSix/txt/04-08-2020_NextSeq2000_flowcell_AAAJMTMM5_PE_P2.txt
62GHTAAXX	02-1-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-1-2011_Sarah_flowcell_62GHTAAXX_SR.txt
C16ADACXX	03-02-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/03-02-2013_HiSeq_ChIP_flowcellA_C16ADACXX_SR.txt
H99WYADXX	04-24-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-24-2014_HiSeq_ChIP_flowcellA_H99WYADXX_PE_Rapid.txt
HLNMMBCXX	07-08-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-08-2016_HiSeq_ChIP_flowcellA_HLNMMBCXX_SR_Rapid.txt
81BWAAAXX	02-09-2011	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-09-2011_HiSeq_flowcellB_81BWAAAXX_PE.txt
H0Y6KACXX	07-16-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-16-2013_HiSeq_ChIP_flowcellA_H0Y6KACXX_SR_Rapid.txt
C0CVLACXX	02-15-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-15-2012_HiSeq_ChIP_flowcellA_C0CVLACXX_SR.txt
61DPTAAXX	02-17-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/02-17-2010_Sarah_flowcell_61DPTAAXX_SR.txt
HB8DWADXX	12-05-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-05-2014_HiSeq_ChIP_flowcellA_HB8DWADXX_PE_Rapid.txt
HWHWHBCXY	11-21-2017	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/11-21-2017_HiSeq_ChIP_flowcellA_HWHWHBCXY_SR_Rapid.txt
H8953ADXX	01-14-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-14-2014_HiSeq_ChIP_flowcellA_H8953ADXX_PE_Rapid.txt
HJG5GBCXX	07-06-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-06-2018_HiSeq_ChIP_flowcellA_HJG5GBCXX_PE_Rapid.txt
H8E4RADXX	01-28-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-28-2014_HiSeq_ChIP_flowcellA_H8E4RADXX_PE_Rapid.txt
D0ULRACXX	04-16-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-16-2012_HiSeq_ChIP_flowcellA_D0ULRACXX_PE.txt
62F8EAAXX	10-26-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/10-26-2010_Sarah_flowcell_62F8EAAXX_SR.txt
HAWPTADXX	10-08-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/10-08-2014_HiSeq_ChIP_flowcellA_HAWPTADXX_PE_Rapid.txt
HCHMTBCXX	11-02-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-02-2015_HiSeq_ChIP_flowcellA_HCHMTBCXX_PE_Rapid.txt
HN5LKADXX	05-27-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-27-2015_HiSeq_ChIP_flowcellB_HN5LKADXX_SR_Rapid.txt
H7NMNCBX2	12-18-2019	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/12-18-2019_HiSeq_ChIP_flowcellB_H7NMNCBX2_PE_Rapid.txt
HFTYWBBXX	11-30-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-30-2016_HiSeq_DIP_flowcellA_HFTYWBBXX_PE.txt
HFTC5BBXX	11-14-2016	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/11-14-2016_HiSeq_DIP_flowcellA_HFTC5BBXX_PE.txt
H84V7ADXX	01-21-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-21-2014_HiSeq_ChIP_flowcellA_H84V7ADXX_SR_Rapid.txt
	09-07-2021	NextSeq550	PE	/mnt/tscc/bil022/RenSix/txt/09-07-2021_NextSeq550_flowcell__PE_HighOutput.txt
H9A05ADXX	05-15-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/05-15-2014_HiSeq_ChIP_flowcellA_H9A05ADXX_PE_Rapid.txt
814HGABXX	02-18-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/02-18-2011_HiSeq_flowcellB_814HGABXX_SR.txt
H23T7BCXX	01-23-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-23-2018_HiSeq_ChIP_flowcellB_H23T7BCXX_PE_Rapid.txt
H3JYLBBXX	12-02-2015	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-02-2015_HiSeq_Dip_flowcellB_H3JYLBBXX_SR.txt
209VLABXX	08-13-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/08-13-2010_HiSeq_flowcellB_209VLABXX_SR.txt
HJHWTBCXX	07-19-2018	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/07-19-2018_HiSeq_ChIP_flowcellB_HJHWTBCXX_PE_Rapid.txt
C41CBACXX	03-06-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-06-2014_HiSeq_Fish_flowcellB_C41CBACXX_PE.txt
D1BRRACXX	01-17-2013	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-17-2013_HiSeq_ChIP_flowcellA_D1BRRACXX_SR.txt
C142KACXX	08-10-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/08-10-2012_HiSeq_ChIP_flowcellB_C142KACXX_PE.txt
HBGKFADXX	01-07-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/01-07-2015_HiSeq_ChIP_flowcellB_HBGKFADXX_PE_Rapid.txt
C6WAKACXX	04-09-2015	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/04-09-2015_HiSeq_Fish_flowcellA_C6WAKACXX_PE.txt
H3LY3BBXX	01-21-2016	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/01-21-2016_HiSeq_Dip_flowcellA_H3LY3BBXX_SR.txt
64PBKAAXX	08-23-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-23-2011_Sarah_flowcell_64PBKAAXX_SR.txt
204P5ABXX	09-24-2010	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-24-2010_HiSeq_flowcellA_204P5ABXX_SR.txt
D0LK1ACXX	02-06-2012	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/02-06-2012_HiSeq_ChIP_flowcellA_D0LK1ACXX_PE.txt
C0R2UACXX	05-16-2012	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/05-16-2012_HiSeq_Fish_flowcellB_C0R2UACXX_SR.txt
D07LJABXX	09-28-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-28-2011_HiSeq_flowcellA_D07LJABXX_SR.txt
ACXX	09-23-2014	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/09-23-2014_HiSeq_Fish_flowcellA_ACXX_SR.txt
D0DW7ABXX	07-25-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/07-25-2011_HiSeq_flowcellB_D0DW7ABXX_SR.txt
70KHUAAXX	06-10-2011	N/A	SR	/mnt/tscc/bil022/RenSix/txt/06-10-2011_Sarah_flowcell_70KHUAAXX_SR.txt
628CAAAXX	08-27-2010	N/A	SR	/mnt/tscc/bil022/RenSix/txt/08-27-2010_Sarah_flowcell_628CAAAXX_SR.txt
HVHFYBCXX	09-27-2017	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/09-27-2017_HiSeq_ChIP_flowcellB_HVHFYBCXX_PE_Rapid.txt
H8TY9ADXX	03-04-2014	HiSeq	PE	/mnt/tscc/bil022/RenSix/txt/03-04-2014_HiSeq_ChIP_flowcellA_H8TY9ADXX_PE_Rapid.txt
D0CKKACXX	12-22-2011	HiSeq	SR	/mnt/tscc/bil022/RenSix/txt/12-22-2011_HiSeq_flowcellA_D0CKKACXX_SR.txt
